galgame_id	workno	score	matched_field
3895	RJ034368	1.00	ja
3899	VJ002336	0.91	ja
3901	VJ007282	1.00	ja
3902	VJ003739	1.00	ja
3903	VJ003864	1.00	ja
3904	VJ003808	1.00	ja
3909	RJ117794	1.00	ja
3914	VJ002510	1.00	ja
3915	VJ002592	1.00	ja
3916	VJ004398	1.00	ja
3917	VJ005304	1.00	ja
3918	VJ007389	1.00	ja
3920	VJ004321	1.00	ja
3922	RJ253459	1.00	ja
3923	RJ01324212	1.00	ja
3928	VJ001415	1.00	ja
3929	VJ002476	1.00	ja
3930	VJ003489	1.00	ja
3931	VJ003601	1.00	ja
3932	VJ004272	1.00	ja
3934	VJ008544	1.00	en
3935	VJ008641	1.00	ja
3936	VJ009083	1.00	ja
3937	VJ009084	1.00	ja
3938	VJ009396	1.00	ja
3939	VJ010004	1.00	ja
3942	VJ005012	1.00	ja
3946	RJ01277796	1.00	ja
3948	VJ003572	1.00	ja
3949	RJ037617	1.00	ja
3951	RJ01426080	1.00	ja
3952	RJ293728	1.00	ja
3953	RJ01432103	1.00	ja
3954	VJ009270	1.00	ja
3955	RJ197014	1.00	ja
3956	VJ007295	1.00	ja
3960	RJ01445130	1.00	ja
3961	RJ435543	1.00	ja
3962	RJ153481	1.00	ja
3963	RJ01389685	1.00	ja
3964	VJ008459	1.00	ja
3965	RJ153311	1.00	ja
3970	VJ006988	1.00	alias
3972	VJ004348	0.88	ja
3978	RJ247062	1.00	ja
3979	VJ007882	1.00	ja
3980	RJ01235654	1.00	ja
3982	VJ008059	1.00	ja
3985	RJ190655	1.00	ja
3986	VJ004291	1.00	en
3987	RJ073835	1.00	ja
3989	VJ005966	1.00	ja
3991	VJ006178	1.00	ja
3992	RJ224455	1.00	ja
3993	VJ011964	1.00	ja
3994	RJ253321	1.00	ja
3996	RJ167943	1.00	ja
3997	RJ031762	1.00	ja
3998	RJ135224	1.00	ja
3999	RJ044909	1.00	ja
4000	RJ296472	1.00	ja
4001	RJ304714	1.00	ja
4002	VJ005439	0.96	en
4004	RJ01394012	1.00	ja
4005	RJ165799	1.00	ja
4007	VJ003353	1.00	ja
4008	VJ005741	1.00	en
4009	RJ298335	1.00	ja
4010	VJ004769	1.00	ja
4011	VJ004772	1.00	ja
4012	VJ005309	1.00	ja
4014	VJ008406	1.00	ja
4015	RJ188070	1.00	ja
4016	VJ005078	1.00	ja
4018	VJ004906	1.00	ja
4020	VJ004832	1.00	ja
4021	VJ005485	1.00	alias
4022	VJ006058	1.00	ja
4023	VJ006058	0.70	ja
4024	VJ006058	0.70	ja
4025	VJ005352	1.00	ja
4026	VJ005128	1.00	alias
4028	VJ003341	1.00	ja
4030	VJ004818	1.00	ja
4031	VJ007736	1.00	alias
4032	RJ01064403	1.00	ja
4033	RJ084196	1.00	ja
4034	VJ003845	1.00	en
4037	VJ007442	0.75	ja
4038	RJ097640	1.00	ja
4039	VJ005197	1.00	ja
4041	VJ015101	1.00	ja
4045	VJ003359	0.75	ja
4047	VJ003515	1.00	ja
4048	RJ064478	1.00	ja
4049	VJ003360	1.00	alias
4050	VJ003361	1.00	en
4051	VJ005912	1.00	ja
4053	VJ010311	1.00	ja
4054	VJ010555	1.00	ja
4055	VJ011185	1.00	ja
4056	VJ011889	1.00	ja
4057	VJ012996	1.00	ja
4058	VJ013776	1.00	ja
4059	VJ014737	1.00	ja
4060	VJ005449	1.00	en
4061	VJ005325	1.00	en
4062	VJ003342	1.00	ja
4064	VJ011053	1.00	ja
4065	VJ001705	1.00	ja
4066	VJ004885	1.00	ja
4067	VJ004886	1.00	ja
4071	RJ340110	1.00	ja
4072	VJ009560	1.00	ja
4073	VJ009932	1.00	ja
4074	VJ011853	1.00	alias
4081	VJ006068	1.00	ja
4090	RJ264757	1.00	ja
4091	VJ008015	1.00	ja
4093	VJ002481	1.00	ja
4094	VJ005269	1.00	ja
4095	VJ004598	1.00	ja
4096	VJ006546	1.00	ja
4098	VJ002820	1.00	ja
4099	VJ004599	1.00	ja
4100	RJ190156	1.00	ja
4104	VJ005688	0.90	ja
4106	VJ005429	1.00	ja
4107	VJ005416	1.00	ja
4109	VJ004800	0.75	ja
4112	VJ004811	1.00	ja
4115	VJ005608	1.00	ja
4116	VJ005653	1.00	ja
4117	VJ004771	1.00	ja
4118	VJ003354	1.00	ja
4119	RJ030230	1.00	ja
4120	VJ002834	1.00	ja
4124	VJ015243	1.00	ja
4125	RJ016778	1.00	en
4126	RJ018503	1.00	en
4127	RJ022853	1.00	ja
4129	VJ001452	1.00	alias
4130	VJ001453	1.00	ja
4131	VJ002443	1.00	ja
4132	VJ003841	1.00	ja
4133	VJ002460	1.00	ja
4135	VJ003871	1.00	ja
4137	VJ002384	1.00	en
4138	VJ003883	1.00	ja
4139	VJ002475	1.00	en
4142	RJ407278	1.00	ja
4145	RJ080719	1.00	ja
4146	RJ028571	1.00	ja
4147	RJ035062	1.00	ja
4148	RJ044642	1.00	ja
4149	RJ056499	1.00	ja
4150	VJ001915	1.00	ja
4152	VJ008542	1.00	en
4154	RJ062942	1.00	ja
4155	RJ074890	1.00	ja
4156	RJ088116	1.00	ja
4156	RJ090411	1.00	ja
4157	RJ090411	1.00	ja
4158	RJ102447	1.00	ja
4159	RJ123356	1.00	ja
4160	RJ143508	1.00	ja
4161	RJ200798	1.00	ja
4168	RJ202277	1.00	ja
4169	RJ091218	1.00	ja
4170	RJ01000965	1.00	ja
4171	VJ009935	1.00	ja
4172	VJ007554	1.00	ja
4176	VJ011616	1.00	ja
4190	RJ017134	1.00	ja
4193	RJ159781	1.00	ja
4200	VJ010467	1.00	ja
4201	RJ080978	1.00	ja
4202	VJ013374	1.00	ja
4207	VJ007361	1.00	ja
4208	VJ005101	1.00	ja
4209	RJ01468778	1.00	ja
4210	VJ001272	1.00	ja
4211	RJ021548	1.00	ja
4216	VJ015790	1.00	ja
4218	VJ008449	1.00	ja
4220	RJ185175	1.00	en
4221	VJ006029	1.00	ja
4223	RJ031032	1.00	ja
4224	RJ027213	1.00	ja
4229	RJ101198	1.00	ja
4230	VJ003333	1.00	ja
4234	VJ006508	1.00	ja
4235	VJ006905	1.00	ja
4236	VJ012158	1.00	zh
4237	RJ132085	1.00	ja
4243	VJ005729	1.00	ja
4248	VJ005376	1.00	ja
4249	RJ095517	1.00	ja
4258	RJ179037	1.00	ja
4264	RJ088896	1.00	zh
4266	VJ011914	1.00	ja
4268	RJ188734	1.00	ja
4270	VJ001078	1.00	ja
4274	VJ006876	1.00	en
4276	RJ103870	1.00	ja
4279	VJ007732	1.00	ja
4280	RJ185722	1.00	ja
4282	RJ100803	0.98	ja
4285	RJ115697	1.00	ja
4287	VJ011913	1.00	ja
4288	VJ008226	1.00	alias
4289	RJ114284	1.00	ja
4292	VJ004261	1.00	ja
4296	RJ118597	1.00	alias
4298	RJ143025	1.00	ja
4299	VJ014643	1.00	ja
4300	VJ010494	1.00	ja
4301	VJ013241	1.00	ja
4303	VJ005025	1.00	ja
4305	VJ015802	1.00	ja
4312	RJ058648	1.00	ja
4319	VJ006322	1.00	ja
4320	VJ006321	1.00	alias
4322	RJ140284	1.00	ja
4323	VJ013546	1.00	ja
4324	RJ128285	1.00	ja
4325	VJ002607	1.00	ja
4326	RJ01101412	1.00	ja
4328	VJ013646	1.00	ja
4329	VJ010843	1.00	ja
4330	VJ010728	1.00	ja
4332	VJ006079	1.00	ja
4334	RJ01120067	1.00	ja
4335	VJ005129	1.00	ja
4337	VJ003648	0.94	ja
4338	VJ003786	0.94	ja
4339	VJ003903	0.81	ja
4340	VJ012864	1.00	en
4341	RJ036518	1.00	ja
4342	RJ056933	1.00	ja
4343	VJ003962	1.00	ja
4344	RJ061320	1.00	ja
4345	VJ002401	1.00	ja
4346	VJ004488	1.00	ja
4347	RJ081303	1.00	ja
4348	VJ004578	1.00	ja
4349	VJ002158	1.00	ja
4350	RJ086892	1.00	ja
4351	VJ002845	1.00	ja
4352	VJ001639	1.00	ja
4355	VJ001637	1.00	ja
4356	RJ015622	1.00	en
4359	VJ001638	1.00	ja
4360	VJ002446	1.00	ja
4361	VJ007087	1.00	ja
4362	RJ125755	1.00	ja
4363	RJ139018	1.00	ja
4364	RJ065716	1.00	ja
4365	VJ006833	1.00	ja
4368	VJ008516	1.00	ja
4369	RJ156131	1.00	ja
4370	RJ181514	1.00	ja
4372	VJ005800	1.00	ja
4373	RJ374808	1.00	ja
4377	RJ035189	1.00	ja
4378	VJ006477	1.00	ja
4379	VJ011354	1.00	ja
4380	VJ007284	1.00	ja
4383	RJ276225	1.00	ja
4384	RJ035474	1.00	ja
4386	VJ002317	1.00	ja
4387	RJ354311	1.00	ja
4388	RJ399790	1.00	ja
4390	RJ01131289	1.00	ja
4393	VJ006515	1.00	ja
4397	RJ01079965	1.00	ja
4398	RJ01484353	1.00	zh
4401	VJ005659	1.00	ja
4402	VJ010445	1.00	ja
4403	VJ008308	1.00	ja
4405	RJ01084537	1.00	ja
4412	RJ294779	1.00	ja
4414	RJ032879	1.00	ja
4416	RJ041556	1.00	ja
4417	RJ040382	1.00	ja
4418	RJ056651	1.00	ja
4419	RJ070840	1.00	ja
4420	RJ086696	1.00	ja
4421	VJ006632	1.00	alias
4422	VJ005600	1.00	ja
4423	VJ009085	1.00	ja
4424	VJ009086	1.00	ja
4426	RJ056683	1.00	ja
4427	RJ064116	1.00	ja
4429	RJ051557	1.00	en
4432	RJ126776	1.00	ja
4434	VJ007714	1.00	ja
4436	VJ014385	1.00	ja
4438	VJ015461	1.00	ja
4439	VJ015599	1.00	ja
4443	RJ01350570	1.00	ja
4445	VJ014438	1.00	ja
4449	VJ010978	1.00	ja
4450	VJ009815	1.00	ja
4451	RJ01506988	1.00	ja
4453	RJ277931	1.00	ja
4458	RJ01503087	1.00	ja
4459	VJ015105	1.00	ja
4462	RJ362410	1.00	ja
4465	VJ013770	1.00	ja
4466	VJ011655	1.00	ja
4468	VJ007660	1.00	ja
4469	VJ008368	1.00	ja
4470	VJ006650	1.00	ja
4473	VJ012705	1.00	ja
4474	RJ146031	1.00	ja
4476	VJ009151	1.00	ja
4477	VJ011261	1.00	ja
4479	RJ030949	1.00	ja
4480	RJ01110486	1.00	ja
4481	VJ011645	1.00	ja
4482	RJ143600	1.00	ja
4486	RJ315165	1.00	ja
4488	VJ007520	1.00	ja
4492	VJ010697	1.00	ja
4494	VJ006875	1.00	ja
4499	VJ010360	1.00	ja
4500	VJ006562	1.00	ja
4501	RJ179442	1.00	ja
4502	RJ239450	1.00	ja
4503	VJ007246	1.00	ja
4504	RJ277940	1.00	ja
4506	VJ009286	1.00	ja
4507	VJ012566	1.00	ja
4510	VJ012273	1.00	ja
4511	VJ009713	1.00	ja
4512	VJ009799	1.00	ja
4513	RJ01348926	1.00	en
4518	VJ007730	1.00	ja
4519	VJ004645	1.00	ja
4524	VJ001770	1.00	ja
4529	RJ01525197	1.00	ja
4531	RJ228027	1.00	ja
4533	RJ439704	1.00	zh
4534	RJ158120	1.00	ja
4535	RJ366199	1.00	ja
4536	RJ383456	1.00	ja
4537	VJ011001	1.00	ja
4540	RJ01497069	1.00	ja
4542	VJ006460	1.00	ja
4543	RJ065784	1.00	ja
4544	RJ065784	0.89	ja
4549	VJ014686	1.00	ja
4555	VJ002819	1.00	ja
4559	RJ214653	1.00	ja
4560	RJ01519244	1.00	ja
4561	RJ01517577	1.00	ja
4562	VJ012301	1.00	ja
4563	VJ014386	1.00	ja
4564	VJ011972	1.00	ja
4565	VJ003512	1.00	ja
4568	VJ011880	1.00	ja
4569	VJ012284	1.00	ja
4570	VJ012535	1.00	ja
4573	RJ286695	1.00	ja
4574	VJ011622	1.00	alias
4575	VJ009290	1.00	ja
4577	VJ011255	1.00	ja
4580	RJ01494260	1.00	ja
4583	VJ005925	1.00	ja
4584	VJ009889	1.00	ja
4585	VJ010387	1.00	ja
4587	VJ001298	1.00	ja
4590	VJ013786	1.00	ja
4592	VJ010883	1.00	ja
4593	VJ010667	1.00	en
4596	VJ009478	1.00	ja
4597	RJ168122	1.00	ja
4598	VJ007588	1.00	ja
4599	VJ013377	1.00	ja
4600	RJ303998	1.00	en
4601	VJ008362	1.00	ja
4607	VJ013373	1.00	ja
4608	VJ012090	1.00	ja
4611	VJ002269	1.00	ja
4613	VJ012408	1.00	ja
4615	RJ245573	1.00	ja
4616	RJ272680	1.00	ja
4618	RJ283584	1.00	ja
4622	RJ01043759	1.00	ja
4623	RJ402902	1.00	ja
4626	VJ009043	1.00	ja
4627	RJ147893	1.00	ja
4630	VJ010143	1.00	alias
4631	VJ013378	1.00	ja
4641	VJ001700	1.00	ja
4642	VJ006155	1.00	ja
4643	VJ006128	1.00	ja
4644	VJ005828	1.00	ja
4645	VJ006590	1.00	ja
4647	VJ006172	1.00	ja
4648	VJ007863	1.00	ja
4649	VJ009014	1.00	ja
4656	RJ162718	0.68	ja
4658	RJ036446	1.00	ja
4662	VJ006517	1.00	ja
4663	VJ007102	1.00	ja
4670	VJ005117	0.73	en
4674	RJ172370	1.00	ja
4675	VJ004364	1.00	ja
4679	VJ005091	1.00	ja
4680	VJ004498	1.00	ja
4681	VJ005739	1.00	ja
4682	VJ002352	1.00	ja
4683	VJ002353	1.00	ja
4684	VJ002331	1.00	ja
4685	VJ002332	1.00	ja
4688	VJ001278	1.00	ja
4698	VJ007276	1.00	ja
4703	VJ004847	1.00	en
4707	RJ428460	1.00	zh
4710	VJ006827	1.00	en
4711	RJ01115808	1.00	zh
4712	VJ004233	1.00	ja
4721	VJ008062	1.00	ja
4723	VJ003332	1.00	ja
4724	VJ002956	1.00	ja
4725	VJ012664	1.00	ja
4727	VJ004520	0.63	alias
4728	VJ011792	1.00	ja
4731	VJ001420	0.67	alias
4733	VJ012272	1.00	alias
4735	VJ012148	1.00	ja
4736	VJ013294	1.00	ja
4738	RJ01291175	1.00	ja
4743	RJ171370	1.00	ja
4744	RJ064060	1.00	ja
4752	RJ361453	1.00	ja
4753	VJ009818	1.00	ja
4754	VJ014020	1.00	ja
4755	VJ014676	1.00	ja
4759	VJ003607	1.00	ja
4767	VJ009250	1.00	ja
4768	VJ012940	1.00	ja
4769	VJ010272	1.00	ja
4770	VJ011365	1.00	ja
4772	VJ007711	1.00	alias
4774	VJ001840	1.00	alias
4775	VJ015242	1.00	alias
4794	VJ012669	1.00	ja
4801	VJ003988	1.00	ja
4802	RJ166604	1.00	ja
4804	RJ01084951	1.00	ja
4806	RJ182316	1.00	ja
4807	VJ010271	1.00	alias
4811	VJ008026	1.00	ja
4817	VJ015176	1.00	alias
4818	VJ015383	1.00	alias
4819	RJ105320	1.00	alias
4828	VJ010142	1.00	ja
4834	VJ013566	1.00	alias
4839	VJ002627	1.00	ja
4841	VJ006871	1.00	alias
4842	VJ003645	1.00	ja
4844	RJ162939	1.00	ja
4847	RJ100868	1.00	ja
4851	RJ187285	1.00	ja
4852	VJ008475	1.00	ja
4853	VJ008712	1.00	alias
4855	VJ007836	1.00	ja
4857	VJ012234	1.00	ja
4860	VJ008862	1.00	ja
4862	VJ013286	1.00	ja
4863	VJ008349	1.00	ja
4864	VJ011605	1.00	ja
4865	RJ01464044	1.00	ja
4866	VJ007007	1.00	ja
4871	RJ118353	1.00	ja
4872	VJ007734	1.00	ja
4879	RJ01027616	1.00	ja
4880	RJ259417	1.00	ja
4881	RJ207368	1.00	ja
4882	RJ109035	1.00	ja
4883	RJ140827	1.00	ja
4884	RJ365188	1.00	ja
4885	VJ011065	1.00	ja
4887	RJ304857	1.00	ja
4894	VJ012382	1.00	ja
4896	VJ003549	1.00	ja
4897	RJ123732	1.00	ja
4899	VJ013287	1.00	ja
4900	RJ327290	1.00	ja
4901	RJ01119992	1.00	ja
4902	RJ068210	1.00	ja
4909	RJ113805	1.00	ja
4910	RJ01459897	1.00	ja
4911	RJ088241	1.00	ja
4915	VJ001772	1.00	ja
4917	VJ014710	1.00	ja
4919	VJ013737	1.00	ja
4920	VJ013963	1.00	ja
4921	VJ010193	1.00	ja
4923	VJ014442	1.00	ja
4924	VJ011611	1.00	ja
4925	VJ010793	1.00	ja
4935	VJ007163	1.00	ja
4936	VJ005736	1.00	ja
4937	VJ003680	1.00	ja
4938	RJ068209	1.00	ja
4939	RJ01525654	1.00	ja
4940	RJ229652	1.00	ja
4941	RJ275674	1.00	ja
4942	RJ115679	1.00	ja
4944	VJ014405	1.00	ja
4946	VJ010023	1.00	ja
4949	VJ011676	1.00	ja
4950	VJ013420	1.00	ja
4951	VJ015697	1.00	en
4953	VJ005214	1.00	ja
4955	VJ012850	1.00	ja
4956	VJ005454	1.00	ja
4958	RJ01067660	1.00	ja
4963	RJ109461	1.00	ja
4964	VJ012245	1.00	ja
4967	RJ102633	1.00	ja
4977	VJ007000	1.00	ja
4978	RJ01570733	1.00	ja
4983	VJ006512	1.00	ja
4984	RJ212460	1.00	ja
4985	RJ212461	1.00	ja
4986	VJ010282	1.00	ja
4990	VJ005818	1.00	ja
4991	RJ194007	1.00	en
4996	VJ009411	1.00	ja
4998	VJ015143	1.00	ja
5000	RJ01427702	1.00	ja
5001	RJ264150	1.00	ja
5004	VJ009466	0.90	ja
5006	RJ190088	1.00	ja
5010	VJ003931	1.00	ja
5011	VJ003475	1.00	alias
5014	VJ011694	1.00	ja
5016	RJ213180	1.00	ja
5017	VJ012210	1.00	ja
5018	VJ004253	1.00	ja
5019	VJ009536	1.00	ja
5020	VJ004226	1.00	ja
5032	VJ007777	1.00	ja
5033	VJ010746	1.00	ja
5035	VJ004257	1.00	ja
5036	VJ010783	1.00	ja
5037	VJ008827	1.00	ja
5040	VJ001848	1.00	alias
5041	VJ001852	1.00	ja
5042	VJ001853	1.00	ja
5044	VJ010834	1.00	ja
5045	VJ005715	1.00	ja
5046	VJ010835	1.00	ja
5047	VJ012247	1.00	ja
5049	VJ015670	1.00	ja
5051	VJ010056	1.00	ja
5052	VJ008693	1.00	ja
5054	VJ009246	1.00	ja
5056	VJ010639	1.00	ja
5059	VJ005883	1.00	ja
5067	RJ162062	1.00	ja
5070	RJ024121	1.00	en
5071	RJ024198	1.00	alias
5072	RJ024315	1.00	alias
5076	RJ024363	1.00	ja
5077	RJ024530	1.00	alias
5079	RJ024758	1.00	ja
5080	RJ024556	1.00	ja
5081	RJ024871	1.00	ja
5082	RJ025072	1.00	ja
5083	RJ034204	1.00	ja
5084	RJ053815	1.00	ja
5086	RJ035918	1.00	ja
5088	RJ068443	1.00	ja
5090	RJ198314	1.00	ja
5091	RJ243827	1.00	ja
5094	VJ009808	1.00	ja
5095	VJ002082	1.00	ja
5096	VJ011893	1.00	ja
5097	VJ007758	1.00	ja
5099	RJ034581	0.93	ja
5102	VJ009424	1.00	ja
5103	VJ013050	1.00	ja
5109	VJ012493	0.94	ja
5127	VJ008958	1.00	ja
5128	VJ004842	1.00	ja
5137	RJ109462	1.00	alias
5138	VJ006500	1.00	ja
5139	VJ012508	1.00	ja
5140	RJ185296	1.00	ja
5141	RJ146653	1.00	ja
5142	VJ013218	1.00	ja
5143	VJ009994	1.00	ja
5147	VJ004170	1.00	ja
5153	VJ006304	1.00	ja
5156	VJ011836	1.00	ja
5157	VJ010774	1.00	ja
5158	RJ104965	1.00	alias
5160	VJ002069	1.00	ja
5161	RJ329202	1.00	ja
5162	RJ356491	1.00	ja
5163	VJ006199	1.00	ja
5164	VJ013700	1.00	ja
5166	VJ002708	1.00	ja
5167	RJ01212921	1.00	ja
5168	RJ01175290	1.00	ja
5169	VJ010332	1.00	ja
5171	VJ004644	1.00	ja
5172	VJ003867	0.90	ja
5173	VJ005864	1.00	ja
5174	VJ003935	1.00	en
5175	VJ008636	1.00	ja
5178	RJ01489468	1.00	ja
5185	VJ003344	1.00	ja
5190	RJ01342272	1.00	alias
5191	RJ093458	1.00	ja
5192	RJ102452	1.00	ja
5194	RJ095826	1.00	ja
5195	VJ010597	1.00	ja
5196	RJ096919	1.00	ja
5197	RJ120931	1.00	ja
5198	VJ014440	1.00	ja
5199	RJ146889	1.00	ja
5200	RJ110465	1.00	ja
5213	RJ288623	1.00	ja
5214	RJ01215944	1.00	ja
5218	VJ005434	1.00	en
5221	RJ01131895	1.00	ja
5224	VJ013785	1.00	ja
5226	RJ116935	1.00	ja
5227	RJ01070112	1.00	ja
5228	VJ013532	1.00	ja
5234	VJ004173	1.00	ja
5235	RJ01214867	1.00	ja
5236	VJ006463	1.00	ja
5237	VJ006531	1.00	ja
5238	VJ009551	1.00	en
5239	VJ007585	1.00	ja
5244	RJ01557100	1.00	ja
5246	RJ140772	1.00	ja
5250	RJ417302	1.00	ja
5251	RJ326389	1.00	ja
5252	RJ124923	1.00	ja
5254	RJ257912	1.00	ja
5255	RJ01016450	1.00	ja
5256	RJ01037987	1.00	ja
5257	RJ193424	1.00	ja
5259	RJ225256	1.00	ja
5261	RJ169878	1.00	ja
5262	VJ013275	1.00	ja
5266	VJ009267	1.00	ja
5267	VJ006278	1.00	ja
5268	VJ005806	1.00	ja
5269	VJ005658	1.00	ja
5270	VJ005527	1.00	ja
5272	VJ007975	1.00	ja
5276	VJ007464	1.00	ja
5277	VJ006232	0.89	ja
5278	VJ006205	1.00	ja
5282	RJ01520708	1.00	ja
5283	VJ001285	0.96	ja
5287	RJ068871	1.00	ja
5288	RJ01544855	1.00	en
5294	VJ011834	1.00	ja
5295	VJ012099	1.00	ja
5297	VJ015181	1.00	ja
5298	VJ014899	1.00	ja
5299	VJ014594	1.00	ja
5300	VJ013597	1.00	ja
5304	VJ009404	1.00	ja
5306	VJ012175	1.00	ja
5307	VJ009493	1.00	ja
5308	RJ01166474	1.00	ja
5312	VJ015172	1.00	ja
5314	RJ195759	1.00	ja
5316	VJ010859	1.00	ja
5317	VJ012739	1.00	ja
5318	VJ010151	1.00	ja
5319	RJ413065	1.00	ja
5320	RJ283146	1.00	ja
5321	RJ218380	1.00	ja
5325	VJ004653	1.00	ja
5327	RJ337790	1.00	ja
5330	VJ014650	1.00	ja
5331	RJ348335	1.00	ja
5332	RJ01383104	1.00	ja
5335	VJ011367	1.00	ja
5336	VJ002203	1.00	ja
5337	VJ003968	1.00	ja
5338	VJ003674	1.00	ja
5339	VJ012476	1.00	ja
5340	VJ003411	1.00	ja
5345	RJ327289	1.00	ja
5346	RJ126250	1.00	ja
5352	VJ015703	1.00	ja
5354	VJ014784	1.00	ja
5357	VJ004889	1.00	ja
5359	VJ011170	1.00	ja
5361	VJ010568	1.00	ja
5375	VJ010280	1.00	ja
5390	VJ015541	1.00	ja
5394	RJ310618	1.00	ja
5397	VJ002101	1.00	ja
5398	VJ010145	1.00	ja
5399	VJ012213	1.00	ja
5400	VJ010412	1.00	ja
5401	VJ006639	1.00	ja
5406	VJ006998	1.00	ja
5412	VJ005058	1.00	ja
5413	VJ006273	1.00	ja
5415	VJ007929	1.00	ja
5417	VJ009821	1.00	ja
5418	VJ003696	1.00	ja
5422	RJ304661	0.92	ja
5423	VJ015124	1.00	ja
5425	VJ001455	1.00	ja
5426	VJ001457	1.00	ja
5432	VJ015801	1.00	ja
5436	RJ136232	1.00	ja
5438	VJ005098	1.00	ja
5439	VJ005935	1.00	ja
5444	VJ005393	1.00	ja
5445	VJ006399	1.00	ja
5449	VJ005993	1.00	ja
5450	RJ200698	1.00	ja
5451	VJ015698	1.00	ja
5452	VJ014960	1.00	ja
5453	VJ013208	1.00	zh
5454	RJ290971	1.00	ja
5455	RJ292813	1.00	ja
5458	VJ005149	1.00	ja
5466	RJ259035	1.00	ja
5468	VJ009894	1.00	ja
5470	VJ015606	1.00	ja
5471	RJ162899	1.00	ja
5473	RJ01052977	1.00	ja
5478	VJ012585	1.00	ja
5482	VJ015245	1.00	ja
5483	VJ014503	1.00	ja
5484	VJ015340	1.00	ja
5488	VJ007825	1.00	ja
5497	VJ006677	1.00	ja
5498	VJ015110	1.00	ja
5499	VJ010782	1.00	ja
5500	VJ014581	1.00	ja
5501	VJ015168	1.00	ja
5504	VJ009001	1.00	ja
5506	RJ108740	1.00	ja
5507	VJ013194	1.00	ja
5508	VJ013440	1.00	ja
5514	VJ012465	1.00	ja
5515	VJ014809	1.00	ja
5516	VJ014736	1.00	ja
5517	VJ014893	1.00	ja
5518	VJ009576	1.00	ja
5519	VJ009013	1.00	ja
5520	VJ008891	1.00	ja
5521	RJ293766	1.00	ja
5522	RJ268401	1.00	en
5524	RJ150352	1.00	ja
5527	VJ013817	1.00	ja
5528	VJ006015	1.00	zh
5529	VJ014511	1.00	ja
5530	VJ014568	1.00	ja
5531	VJ014043	1.00	ja
5533	VJ013640	1.00	ja
5534	VJ014391	1.00	zh
5535	VJ014335	1.00	ja
5536	VJ014331	1.00	ja
5537	VJ005900	1.00	ja
5538	RJ098891	1.00	ja
5539	VJ010886	1.00	alias
5540	VJ012501	1.00	alias
5541	VJ011784	0.96	alias
5542	VJ011970	1.00	ja
5543	RJ181354	1.00	ja
5544	VJ014029	1.00	ja
5545	VJ014195	1.00	ja
5546	VJ014133	1.00	ja
5547	VJ005339	1.00	ja
5548	VJ005530	1.00	ja
5549	VJ014554	1.00	ja
5550	VJ014724	1.00	ja
5556	VJ013909	1.00	ja
5557	VJ013920	1.00	ja
5558	RJ112529	1.00	ja
5560	VJ013434	1.00	ja
5561	VJ013010	1.00	ja
5566	RJ01584718	1.00	ja
5567	VJ013729	1.00	ja
5568	VJ003558	1.00	ja
5569	VJ013800	1.00	ja
5570	RJ172361	1.00	ja
5571	VJ013643	1.00	ja
5572	VJ012921	1.00	ja
5574	VJ013738	1.00	ja
5575	VJ003435	1.00	ja
5576	RJ165052	1.00	ja
5577	VJ008033	1.00	en
5578	VJ011875	1.00	ja
5579	VJ015743	1.00	ja
5582	VJ013505	1.00	ja
5583	VJ013500	1.00	ja
5584	RJ249407	1.00	ja
5585	RJ175775	1.00	ja
5586	VJ003318	1.00	ja
5587	VJ003566	1.00	ja
5588	VJ003893	1.00	ja
5591	VJ013521	1.00	ja
5592	VJ012330	1.00	ja
5594	RJ044722	1.00	ja
5595	RJ01182528	1.00	ja
5596	VJ013445	1.00	ja
5597	VJ013360	1.00	ja
5598	RJ181353	1.00	ja
5599	RJ191640	1.00	ja
5608	VJ013954	1.00	ja
5609	VJ014327	1.00	ja
5610	VJ015040	1.00	ja
5612	VJ015039	1.00	ja
5613	VJ002414	1.00	ja
5616	VJ013260	1.00	ja
5617	VJ012701	1.00	ja
5618	VJ013151	1.00	ja
5619	RJ089708	0.96	ja
5620	VJ007992	1.00	ja
5621	VJ013063	1.00	ja
5622	RJ229651	1.00	ja
5623	RJ227817	1.00	ja
5624	VJ012380	1.00	ja
5629	RJ407994	1.00	ja
5631	RJ128440	1.00	ja
5632	RJ124897	1.00	ja
5633	RJ082516	1.00	ja
5634	VJ006669	1.00	ja
5639	VJ007358	1.00	ja
5640	VJ009928	1.00	ja
5641	VJ013015	1.00	ja
5642	VJ012950	1.00	ja
5644	RJ225258	1.00	ja
5645	RJ118546	1.00	ja
5646	VJ015742	1.00	ja
5650	VJ007195	0.96	ja
5651	VJ005690	1.00	ja
5652	VJ012524	1.00	ja
5653	VJ012881	1.00	ja
5654	VJ012776	1.00	ja
5656	VJ005479	1.00	ja
5657	RJ097642	1.00	ja
5660	RJ01532752	1.00	ja
5661	VJ009520	1.00	ja
5663	VJ005944	1.00	ja
5664	VJ005126	1.00	ja
5665	VJ004466	1.00	ja
5666	VJ004389	1.00	ja
5667	VJ002780	1.00	ja
5670	VJ012769	1.00	ja
5671	VJ012002	1.00	ja
5672	VJ012269	1.00	ja
5673	RJ110700	1.00	ja
5678	VJ005914	1.00	ja
5679	VJ005895	1.00	zh
5680	VJ006034	1.00	ja
5681	VJ006013	1.00	ja
5687	VJ003697	1.00	ja
5697	VJ004809	1.00	ja
5700	VJ006437	1.00	en
